NM_004599	797	822	309	768	306	423	942	100	26	924
NM_006116	63	50	655	295	58	91	425	421	41	62
NM_022785	744	784	937	578	115	346	958	204	720	408
NM_000395	154	446	592	727	175	71	771	680	922	797
NM_152245	346	744	217	892	806	83	174	693	592	517
NM_015653	413	598	254	664	770	545	139	517	674	516
NM_173050	987	261	829	108	375	595	378	678	376	346
NM_001003692	185	118	382	651	400	771	462	501	970	540
NM_206956	175	912	245	697	258	516	323	449	63	847
NM_022081	326	768	180	108	219	535	137	697	358	520
NM_006739	587	273	424	229	886	642	873	156	469	254
NM_005569	586	461	935	578	866	614	239	145	431	35
NM_001024733	905	536	568	255	661	106	103	635	404	709
NM_058004	337	178	902	218	617	453	140	118	679	170
NM_031444	710	951	442	444	161	894	391	262	708	261
NM_025045	210	204	212	190	832	928	826	318	544	473
NM_001002878	231	713	318	895	850	848	19	268	958	890
NM_001024938	641	592	95	107	241	631	674	646	712	210
NM_013430	211	483	57	12	64	821	332	395	104	712
NM_013412	885	271	206	198	86	567	989	731	169	310
NM_014577	685	172	364	859	567	146	967	321	828	25
NM_017436	505	682	322	334	653	672	72	846	62	921
NM_170694	951	164	749	405	448	59	206	747	912	344
NM_001002876	887	369	197	585	235	61	100	394	885	970
NM_181826	507	630	226	559	649	244	956	555	377	91
NM_005675	801	424	858	456	43	409	605	595	25	644
NM_203378	240	72	274	393	901	157	419	948	698	88
NM_001017529	540	189	125	463	112	379	829	549	209	184
NM_003935	652	786	106	483	345	274	954	973	859	516
NM_016091	671	123	627	202	711	487	736	321	866	923
NM_001031801	399	367	760	746	630	936	183	335	532	492
NM_000355	933	244	102	568	315	329	964	213	948	942
NM_182661	921	934	54	706	757	932	862	909	172	919
NM_001008568	305	49	270	279	653	566	499	866	238	278
NM_181830	457	220	934	570	463	480	550	850	299	774
NM_014838	776	319	36	368	864	572	348	361	671	76
NM_014775	211	196	248	41	409	777	611	727	741	475
NM_138957	859	713	337	790	296	159	1	972	711	594
NM_005265	963	362	468	262	978	746	574	554	146	499
NM_016431	365	561	385	805	987	273	948	722	303	468
NM_001007188	896	392	408	803	935	162	386	160	514	900
NM_012179	482	760	603	291	336	86	53	399	436	144
NM_030758	930	260	450	92	757	804	594	775	47	877
NM_023004	682	180	37	653	29	366	44	205	851	880
NM_006440	331	525	328	207	896	780	973	261	97	66
NM_001675	485	486	509	464	715	555	923	659	925	233
NM_174932	898	917	982	413	765	700	648	877	491	690
NM_182895	621	784	314	515	492	448	550	953	253	416
NM_181334	480	892	536	386	725	839	229	991	8	241
NM_012323	617	987	727	419	718	873	215	380	969	467
NM_013387	132	299	905	489	854	946	2	653	304	842
NM_004861	331	333	101	427	188	302	449	16	344	597
NM_153609	671	828	85	38	787	868	686	420	53	948
NM_002745	482	924	854	618	196	771	874	297	665	650
NM_005315	930	385	644	952	391	630	816	348	587	536
NM_181825	691	727	100	103	529	39	366	654	962	73
NM_015715	474	63	454	691	578	138	265	563	829	456
NM_013365	72	920	229	427	911	370	313	862	582	298
NR_000028	72	844	183	890	14	157	928	300	780	75
NM_021096	907	5	206	793	937	868	253	259	166	953
NM_152868	704	716	592	603	34	716	131	837	358	895
NM_031890	426	579	870	292	15	755	666	485	43	790
NM_012473	380	335	159	547	509	611	760	212	861	286
NM_000407	236	184	16	777	376	493	210	910	584	764
NM_017584	553	905	70	276	978	138	664	141	837	991
NM_145174	417	132	544	542	640	186	172	395	537	134
NM_030882	415	430	90	659	812	743	358	43	653	572
NM_004900	832	713	453	472	16	128	426	546	885	30
NM_003595	842	984	373	604	685	713	553	565	518	431
NM_001003796	661	703	959	807	626	932	674	128	251	359
NM_007194	290	170	717	408	145	587	550	532	274	587
NM_002309	718	555	525	178	16	143	244	769	380	481
NM_001001928	399	411	308	644	569	443	23	719	710	849
NM_017590	552	207	78	80	365	723	248	644	736	542
NM_004121	611	238	482	7	263	695	231	341	697	540
NM_006487	888	892	199	432	434	338	352	267	741	887
NM_181835	563	231	537	5	8	583	181	694	912	444
NM_014570	423	867	561	381	778	835	962	62	687	446
NM_005740	547	759	121	908	833	999	776	822	445	114
NM_017829	522	463	406	4	262	830	100	866	851	509
NM_016335	816	193	238	872	277	806	487	642	62	213
NM_005198	831	363	332	69	407	797	748	22	853	791
NM_013313	17	728	389	629	943	306	569	415	407	25
NR_002199	343	516	174	507	590	579	943	209	774	188
NM_032204	533	488	893	651	618	14	356	983	922	818
NM_015380	965	593	270	758	645	722	411	679	77	150
NM_005650	11	59	908	215	729	404	670	666	777	191
NM_020315	83	390	876	635	884	530	6	51	856	47
NM_182984	863	110	194	236	434	757	875	237	575	74
NM_001670	187	78	27	875	75	265	755	310	451	467
NM_012295	25	260	139	319	123	804	596	871	124	536
NM_001017981	80	725	613	27	402	380	773	188	946	825
NM_152237	733	845	83	902	600	285	655	481	58	58
NM_014291	684	973	965	831	950	205	838	555	604	204
NM_001018060	635	738	478	910	742	103	233	346	580	417
NM_030573	6	293	716	755	728	979	908	8	743	834
NM_004377	976	886	906	830	909	225	803	432	117	854
NM_001001930	261	716	230	827	786	651	354	282	111	108
NM_145748	182	718	484	603	884	972	868	323	160	670
NM_153334	712	452	377	440	431	341	196	667	270	543
NM_001007279	584	71	704	247	635	882	18	153	81	910
NM_031937	244	296	935	272	89	875	129	71	30	604
NM_032775	594	802	218	617	660	769	356	466	199	292
NM_001196	200	233	399	984	849	297	603	888	470	778
NM_002751	91	743	619	199	226	165	814	385	873	32
NM_001051	522	149	481	842	198	769	757	332	559	820
NM_003426	321	137	725	358	249	777	396	20	922	736
NM_014337	720	44	78	939	4	759	476	388	931	565
NM_145639	71	242	432	940	123	134	869	505	130	992
NM_007229	701	674	998	150	260	927	354	40	824	227
NM_145660	408	222	625	625	272	67	949	577	134	841
NM_003073	994	2	209	494	630	616	854	928	732	576
NM_139202	772	18	221	958	695	182	497	106	466	769
NM_138338	394	384	912	50	327	351	430	98	787	909
NM_002073	682	328	838	442	303	989	770	473	37	381
NM_021026	565	891	207	87	342	254	910	990	414	219
NM_145738	867	367	148	615	312	830	245	209	844	413
NM_012263	629	668	634	561	580	784	902	330	282	461
NM_032052	70	555	432	514	492	281	66	804	172	240
NM_152841	268	743	371	643	911	701	521	78	84	341
NM_005297	335	796	369	421	532	158	617	86	84	532
NM_000262	383	189	378	419	675	667	214	88	178	504
NM_145699	39	501	596	313	323	812	285	75	481	215
NM_000106	825	46	255	439	682	393	954	641	628	561
NM_145640	462	11	66	921	420	849	919	727	491	404
NM_004076	244	907	104	251	218	722	599	494	658	831
NM_001835	165	571	735	781	489	940	25	467	505	440
NM_139124	574	578	176	592	108	576	686	626	69	227
NM_002969	973	529	611	222	988	873	235	916	606	719
NM_000631	197	716	580	379	359	156	451	303	635	178
NR_002323	823	893	696	662	899	506	68	730	696	438
NM_013236	311	857	840	170	407	316	345	655	30	999
NM_016418	284	919	850	136	761	780	524	940	89	939
NM_080647	532	721	578	241	517	497	836	390	285	618
NM_152243	2	878	114	463	806	442	541	709	860	793
NM_206954	265	232	101	935	347	151	776	823	340	56
NM_000853	881	664	514	946	470	633	840	919	722	287
NM_001008496	878	127	188	448	227	46	113	863	704	579
NM_014227	249	390	885	30	61	13	200	478	723	459
NM_018006	196	584	834	701	163	358	230	125	751	923
NM_014460	825	646	749	803	868	553	681	766	536	361
NM_181833	367	761	260	454	116	966	694	806	699	491
NM_153050	734	549	763	762	490	679	842	121	623	676
NM_005080	616	660	942	324	582	847	687	507	787	938
NM_001002877	380	266	785	746	670	897	465	769	65	372
NM_021974	919	218	969	858	994	982	921	634	695	51
NM_181828	441	155	83	437	403	582	840	116	324	528
NM_015374	139	31	484	318	992	679	290	542	720	323
NM_001018051	768	176	714	346	621	59	122	793	728	7
NM_016426	646	626	510	335	81	717	68	88	769	126
NM_004737	485	741	610	674	215	662	802	365	960	115
NM_014551	952	671	930	91	721	217	914	731	663	901
NM_152855	46	646	402	975	687	896	821	119	329	918
NM_080839	395	45	911	179	356	649	474	848	814	262
NM_001001479	554	249	509	9	209	392	356	829	103	356
NM_153379	411	167	540	806	451	886	861	425	793	419
NM_001033024	110	550	527	701	372	778	815	897	690	834
NM_145298	404	485	974	483	26	691	792	766	819	836
NM_006386	474	328	446	608	406	146	61	802	949	414
NM_003753	770	549	864	874	753	575	670	383	703	514
NM_007326	827	983	734	807	155	263	415	228	401	300
NM_002490	88	550	345	941	125	400	374	734	283	824
NM_000362	903	261	807	597	577	181	443	808	639	744
NM_152299	20	751	377	65	743	655	64	941	871	285
NM_022720	286	492	925	937	65	401	88	872	700	42
NM_001008696	947	707	704	271	238	807	766	172	750	193
NM_000496	143	518	47	16	365	256	153	114	698	775
NM_203477	869	685	229	245	872	621	14	817	257	510
NM_145734	177	949	667	864	365	656	680	580	480	951
NM_001887	606	183	77	266	346	876	348	139	468	924
NM_030881	85	928	166	408	545	867	253	881	604	204
NM_001003684	834	959	125	742	835	364	930	534	30	472
NM_032019	297	31	725	885	370	460	759	51	412	701
NM_153684	971	482	285	472	802	587	78	73	172	654
NM_145642	276	484	302	16	397	110	627	930	476	926
NM_015124	468	198	328	331	603	63	978	472	411	417
NM_014248	175	338	729	840	390	384	95	514	205	984
NM_017424	516	530	506	487	426	637	377	153	0	946
NM_181827	107	765	454	626	214	174	517	137	892	586
NM_016272	707	9	788	851	589	709	521	546	647	636
RefSeq DNA ID	832	129	951	759	797	946	253	934	980	375
NM_002409	691	446	964	885	730	782	130	291	523	184
NM_007310	132	988	334	15	932	447	178	453	832	748
NM_006932	339	558	400	441	925	244	687	502	110	175
NM_016733	654	686	218	127	213	30	317	847	779	820
NM_000026	461	936	751	773	260	783	817	739	906	94
NM_145637	508	685	335	40	877	259	670	548	742	703
NM_022766	606	783	375	402	883	336	57	848	520	161
NM_014351	398	303	952	783	831	941	735	814	189	747
NM_007061	964	311	765	959	79	997	766	332	196	886
NM_002405	563	3	630	339	653	247	765	81	727	893
NM_005036	924	217	752	690	398	768	487	399	288	766
NM_013373	321	898	324	437	850	79	297	502	97	810
NM_002688	294	132	778	759	353	579	528	349	728	23
NM_173467	485	628	396	666	139	336	980	595	865	958
NM_001018052	733	455	20	23	738	463	43	458	997	784
NM_152842	436	253	539	816	50	239	229	396	572	245
NM_001003828	415	482	626	419	83	315	391	5	664	620
NM_206953	141	339	160	851	622	362	742	36	652	417
NM_178136	466	228	877	626	285	123	71	615	990	840
NM_012407	887	875	252	432	475	540	414	127	866	863
NM_148674	194	857	525	166	946	82	996	558	650	458
NM_014323	18	183	274	376	46	300	668	896	565	964
NM_003614	651	116	108	587	444	504	390	171	100	222
NM_015705	456	485	97	977	255	972	745	430	542	663
NM_014941	561	689	515	889	273	924	102	53	606	632
NM_152221	287	272	509	585	399	137	980	985	757	399
NM_133455	131	874	586	853	681	306	603	193	494	336
NM_152511	190	134	352	344	545	574	593	726	731	69
NM_013378	796	486	23	430	142	764	457	683	627	820
NM_021574	996	215	781	517	208	352	35	826	870	173
NM_153615	412	396	403	835	682	696	544	183	649	793
NM_001008697	156	938	719	270	591	234	407	329	511	794
NM_014876	937	608	558	519	604	737	809	777	30	177
NM_002882	389	164	997	361	174	36	992	671	977	570
NM_152253	135	290	125	656	636	450	841	388	444	110
NM_001017526	318	441	241	605	925	115	435	280	406	326
NM_006115	317	654	526	321	30	141	28	412	504	855
NM_080740	342	491	27	541	924	625	589	149	651	501
NM_145862	676	92	170	4	650	723	608	715	389	46
NM_181834	546	605	329	208	675	707	572	799	21	46
NM_002473	221	488	167	611	581	24	364	655	401	147
NM_152840	933	90	803	419	888	268	59	532	153	935
NM_014250	866	92	310	627	280	446	264	292	968	558
NM_001002880	739	426	929	466	13	501	337	374	791	961
NM_005207	677	879	631	576	810	391	824	425	143	255
NM_138632	134	301	543	631	307	810	165	634	751	949
NM_001001560	841	793	302	447	191	342	470	636	114	382
NM_024681	81	164	803	439	717	288	962	461	863	73
NM_005137	358	775	160	240	382	32	679	977	761	690
NM_019601	626	462	96	39	358	410	356	327	160	402
NM_031481	12	996	641	291	946	573	198	461	805	242
NM_016657	420	215	942	627	866	91	623	822	100	360
NM_014422	626	191	409	517	920	985	90	22	551	284
NM_014509	738	86	414	319	411	777	56	687	109	235
NM_001429	166	502	442	263	914	7	923	95	789	681
NM_001696	774	596	100	370	652	709	782	477	208	398
NM_153051	686	736	887	884	983	612	861	461	860	841
NM_017414	518	657	153	165	405	34	72	764	32	400
NM_198440	685	449	437	728	301	117	939	538	431	518
NM_014346	957	56	451	862	324	898	664	291	990	590
NM_001894	872	753	524	681	158	310	320	749	0	404
NM_006605	923	63	394	119	355	205	133	975	884	410
NM_022719	896	265	111	922	319	494	797	136	682	928
NM_016498	333	816	382	796	257	167	850	175	727	38
NM_007081	59	89	359	43	285	843	326	883	277	146
NM_152878	132	639	491	34	976	330	543	124	84	513
NM_000675	545	252	953	199	464	998	878	880	182	153
NM_002608	697	936	393	638	136	209	5	926	680	24
NM_005008	199	489	362	442	807	295	389	17	157	898
NM_002883	994	849	40	148	444	203	973	47	580	493
NM_001004426	389	792	833	886	928	525	78	333	481	833
NM_199127	277	296	142	517	281	946	720	676	718	129
NM_152247	976	619	369	870	238	657	933	700	545	284
NM_012264	588	583	984	798	268	734	369	883	42	97
NM_007128	926	182	509	774	135	400	628	181	384	960
NM_022044	864	215	598	747	82	210	489	978	77	967
NM_001953	598	707	155	636	764	32	669	736	204	498
NM_024105	916	86	829	749	300	939	984	964	174	87
NM_000185	237	86	257	235	401	397	35	409	426	462
NM_020530	65	688	329	971	569	42	807	513	232	551
NM_182486	702	813	619	793	965	467	104	676	279	693
NM_003932	722	505	996	152	858	550	544	341	163	911
NM_138415	962	622	618	953	718	387	147	99	470	414
NM_014303	684	247	913	930	101	616	386	422	905	281
NM_001002910	391	725	105	188	661	408	163	931	968	6
NM_019843	433	68	290	122	985	259	527	922	237	9
NM_024053	395	65	285	295	668	603	345	860	429	861
NM_019103	222	451	470	856	186	791	513	264	195	555
NM_003277	395	478	842	139	888	786	951	508	298	198
NM_174977	221	883	501	954	824	576	579	245	364	737
NM_030807	709	182	102	293	450	536	863	877	112	283
NM_001886	510	2	327	496	418	288	512	592	828	9
NM_145733	354	496	509	736	992	722	624	375	42	925
NM_004327	200	363	124	944	125	319	45	873	61	915
NM_021916	303	188	196	262	51	456	221	586	200	675
NM_001017528	461	477	799	752	545	490	350	170	537	382
NM_182810	230	367	931	763	853	859	400	447	750	632
NM_004175	739	281	208	855	870	729	630	413	343	9
NM_005243	273	327	227	33	520	557	801	975	342	252
NM_181832	948	697	100	954	661	867	357	796	571	2
NM_181335	842	233	887	255	235	317	683	205	912	76
NM_001013436	905	439	330	994	33	206	185	159	783	923
NM_053004	13	80	771	824	389	721	531	510	376	782
NM_080646	809	713	379	751	525	26	69	765	315	897
NM_144704	526	809	61	668	255	281	318	928	241	464
NM_001017530	28	977	690	922	453	672	617	363	708	435
NM_176874	934	998	821	718	199	920	706	687	679	545
NM_033386	979	418	880	635	997	390	210	948	51	540
NM_172002	918	32	103	683	983	201	971	558	83	230
NM_138993	393	291	334	782	840	561	924	129	512	239
NM_052880	314	157	417	788	166	231	927	206	640	911
NM_006071	735	788	228	80	606	496	780	499	836	206
NM_005877	869	327	818	633	162	629	634	191	954	422
NM_145731	58	588	504	262	905	433	355	932	100	626
NM_003661	270	242	401	825	962	481	169	773	253	552
NM_134270	86	744	836	317	246	921	285	189	501	963
NM_181492	473	501	491	548	62	673	249	186	200	728
NM_001127	794	63	108	171	614	210	694	765	452	782
NM_001003406	856	252	295	708	630	518	971	524	849	270
NM_007068	270	639	445	724	986	836	79	362	785	284
NM_001008658	236	267	318	837	443	81	468	908	779	118
NM_003634	149	694	320	649	564	40	675	906	318	715
NM_005488	283	834	302	388	615	105	752	79	931	456
NM_001098	382	374	778	850	14	177	843	515	589	289
NM_021076	353	382	982	587	661	948	527	87	177	112
NM_006485	644	674	299	0	489	784	509	313	28	807
NM_145912	274	238	440	504	924	437	255	214	160	171
NM_001008572	135	133	333	54	707	447	176	510	350	603
NM_006855	124	423	337	487	888	45	253	808	436	676
NM_020831	86	459	42	147	890	134	552	644	443	988
NM_053006	525	901	794	622	417	291	111	165	441	854
NM_004286	729	750	284	782	816	146	321	400	550	847
NM_006358	485	176	228	379	456	781	193	127	320	743
NM_002872	13	445	353	715	787	346	85	901	11	536
NM_000398	315	653	892	93	209	789	532	551	154	653
NM_004981	865	694	525	452	786	816	14	891	344	751
NM_181773	671	660	432	436	337	781	865	302	599	353
NM_001003681	256	266	939	738	599	605	228	701	966	506
NM_002415	220	550	214	548	210	798	125	928	496	385
NM_001031695	866	684	825	982	197	720	453	420	310	893
NM_007311	0	770	726	962	733	95	139	667	455	429
NM_001008566	631	722	638	989	146	15	971	167	641	776
NM_002972	965	328	817	7	785	947	837	961	959	112
NM_015088	936	928	112	931	332	142	399	867	334	62
NM_003504	783	543	72	817	804	29	740	108	22	166
NM_175709	761	330	763	942	782	210	337	453	910	728
NM_148176	393	491	89	620	539	271	17	228	922	354
NM_178552	536	983	887	267	864	314	398	882	607	244
NM_000754	360	59	943	466	514	603	880	186	46	53
NR_001580	9	500	574	348	643	593	668	884	756	546
NM_058178	566	10	630	27	225	483	613	644	379	918
NM_013356	888	247	760	767	676	964	125	845	762	238
NM_007172	259	956	756	659	603	632	7	873	666	518
NM_014293	552	334	878	447	32	200	32	727	958	142
NM_005138	989	663	257	349	780	865	482	513	781	357
NM_015373	607	71	103	28	804	495	862	445	119	894
NM_014310	482	576	443	730	684	434	686	910	329	194
NM_015367	567	51	751	798	918	187	760	586	913	706
NM_021090	952	986	128	800	489	789	838	203	15	48
NM_014349	450	497	844	120	496	783	94	893	73	976
NM_025225	914	733	142	520	469	161	606	803	821	819
NM_007032	551	44	386	733	569	945	107	419	573	884
NM_001197	7	858	0	927	265	866	810	445	497	906
NM_001003789	199	619	370	850	414	604	228	747	589	648
NM_000714	862	110	11	933	113	757	704	431	430	752
NM_030643	759	547	62	446	302	837	35	189	516	576
NM_015094	564	708	606	469	59	707	145	263	394	707
NM_003490	664	576	568	659	939	686	446	374	839	591
NM_006498	709	277	172	107	688	541	420	286	230	117
NM_001355	773	943	248	693	366	561	125	124	130	366
NM_005992	615	346	161	851	403	325	12	522	977	53
NM_133632	811	164	980	142	623	383	674	29	949	740
NM_024627	703	336	776	217	783	410	80	337	493	575
NM_145730	194	685	821	130	941	139	611	621	938	566
NM_014309	581	422	988	293	58	149	953	103	89	950
NM_138814	15	69	91	189	748	977	683	565	884	645
NM_052945	868	191	195	902	220	676	395	516	220	718
NM_145343	457	850	414	264	271	530	540	758	34	900
NM_003216	284	503	275	551	810	674	943	707	744	17
NM_020243	441	738	740	760	20	601	306	761	446	462
NM_003776	37	441	339	311	911	519	90	833	805	85
NM_181333	769	313	891	40	918	870	60	444	650	798
NM_022141	44	787	950	279	375	725	588	276	849	316
NR_002184	548	864	652	274	386	794	791	284	408	565
NM_006078	12	900	95	787	823	73	664	116	820	812
NM_014338	184	547	942	47	137	332	825	186	849	324
NM_021115	906	430	689	15	434	356	432	48	54	809
NM_152246	717	495	101	633	975	674	274	266	765	786
NM_024866	850	744	896	158	78	128	261	371	921	899
NM_153645	786	52	809	346	383	616	536	481	341	731
NM_197966	980	505	42	800	794	367	409	233	722	444
NM_145641	2	781	694	863	164	740	372	516	114	275
NM_006477	276	276	411	670	177	467	679	771	890	102
